Pass 1 ,,Pass 2 ,,Already QA
1939956_3_4,,1939956_3_02,,2957632_1 3 
1939956_3_5,,1939956_3_03,,2957632_2 4 
1939956_3_6,,1939956_3_04,,2957772_1 3 
1939956_4_4,,1939956_4_01,,2957772_2 5 
1939956_4_5,,1939956_4_02,,2957772_3 6 
1939956_4_6,,1939956_4_03,,2957887_1 3 
1939956_4_7,,1939956_4_04,,2957887_2 3 
1939956_5_4,,1939956_5_01,,2957887_3 5 
1939956_5_5,,1939956_5_02,,2957887_5 
1939956_5_6,,1939956_5_04,,2959100_1 3 
1939956_5_7,,1939956_5_03,,2959100_2 3 
1965086_1_2,,1965086_1_01,,2959100_3 5 
1965086_1_3,,1965086_1_02,,2959100_5 6 
1965086_1_5,,1965086_1_03,,2984192_1 3 
1965086_1_7,,1965086_1_04,,2984192_2 6 
1965086_2_3,,1965086_2_01,,2996030_1 3 
1965086_2_4,,1965086_2_02,,2996030_2 2 
1965086_2_5,,1965086_2_04,,2996030_3 5 
1965086_2_6,,1965086_2_03,,2997538_1 5 
1965086_3_4,,1965086_3_01,,2997538_2 7 
1965086_3_5,,1965086_3_02,,3008162_1 5 
1965086_3_6,,1965086_3_04,,3013339_1 
1965086_3_7,,1965086_3_03,,3013339_2 2 
1970987_1_3,,1970987_1_04,,3013765_1 3 
1970987_1_4,,1970987_1_03,,3013765_2 3 
1970987_2_4,,1970987_2_04,,3013765_3 5 
1970987_2_5,,1970987_2_03,,3013765_4 7 
1970987_3_2,,1970987_3_01,,3014848_1 5 
1970987_3_4,,1970987_3_02,,3016511_1 3 
1970987_3_5,,1970987_3_03,,3016511_2 2 
1970987_3_6,,1970987_3_04,,3016511_3 6 
1970987_4_3,,1970987_4_01,,3016511_5 5 
1970987_4_5,,1970987_4_03,,3016584_1 2 
1970987_4_6,,1970987_4_04,,3016584_3 6 
1970987_5_4,,1970987_5_01,,3017448_1 3 
1970987_5_5,,1970987_5_02,,3017448_2 2 
1970987_5_6,,1970987_5_04,,3017448_3 5 
1970987_5_7,,1970987_5_03,,3017448_4 6 
2037336_1_4,,2037336_1_02,,3017448_5 6 
2037336_1_5,,2037336_1_04,,3017916_2 3 
2105688_1_4,,2105688_1_02,,3017916_3 3 
2105688_1_5,,2105688_1_04,,3017916_4 6 
2105688_1_6,,2105688_1_03,,3017916_5 6 
2105688_2_4,,2105688_2_01,,3018817_1 
2105688_2_5,,2105688_2_02,,3018817_2 6 
2105688_2_6,,2105688_2_04,,3018817_4 5 
2105688_2_7,,2105688_2_03,,3018817_5 6 
2105688_3_4,,2105688_3_01,,3019834_1 
2105688_3_5,,2105688_3_02,,3019834_2 2 
2105688_3_6,,2105688_3_04,,3019834_5 6 
2105688_3_7,,2105688_3_03,,3021014_1 4 
2116819_1_4,,2116819_1_02,,3021014_2 2 
2116819_1_5,,2116819_1_04,,3021014_3 5 
2116819_1_6,,2116819_1_03,,3021014_4 7 
2157366_2_4,,2157366_2_04,,3021038_1 4 
2157366_3_2,,2157366_3_01,,3021038_2 6 
2157366_3_3,,2157366_3_02,,3021038_4 6 
2157366_3_4,,2157366_3_03,,3022596_1 2 
2157366_3_6,,2157366_3_04,,3025986_1 5 
2158802_2_4,,2158802_2_04,,3027879_1 4 
2158802_3_4,,2158802_3_02,,3027879_2 5 
2158802_3_5,,2158802_3_04,,3028380_2 5 
2158802_3_6,,2158802_3_03,,3028380_3 5 
2187115_1_4,,2187115_1_04,,3028380_5 7 
2187115_2_4,,2187115_2_02,,3033910_1 3 
2187115_2_5,,2187115_2_04,,3033910_2 5 
2187115_2_6,,2187115_2_03,,3033910_3 6 
2187115_3_2,,2187115_3_01,,3033910_5 7 
2187115_3_3,,2187115_3_02,,3035335_1 4 
2187115_3_5,,2187115_3_03,,3035335_2 7 
2187115_3_6,,2187115_3_04,,3035335_3 6 
2187115_4_3,,2187115_4_01,,3035335_4 7 
2187115_4_4,,2187115_4_02,,3035657_1 5 
2187115_4_5,,2187115_4_04,,3035657_2 5 
2187115_4_6,,2187115_4_03,,3035657_3 
2187115_5_4,,2187115_5_01,,3037368_1 5 
2187115_5_5,,2187115_5_02,,3037368_3 7 
2187115_5_6,,2187115_5_04,,3043083_1 3 
2187115_5_7,,2187115_5_03,,3043083_2 5 
2205440_1_3,,2205440_1_04,,3043083_3 6 
2205440_1_4,,2205440_1_03,,3043083_4 6 
2232005_1_3,,2232005_1_04,,3043083_5 6 
2232005_1_4,,2232005_1_03,,3046072_1 3 
2265709_1_3,,2265709_1_02,,3046072_2 2 
2265709_1_4,,2265709_1_03,,3046072_5 6 
2265709_1_5,,2265709_1_04,,3046436_1 
2265709_2_4,,2265709_2_01,,3046436_2 5 
2265709_2_5,,2265709_2_02,,3046436_5 6 
2265709_2_6,,2265709_2_03,,3046448_1 
2265709_2_7,,2265709_2_04,,3046448_2 4 
2265709_3_4,,2265709_3_01,,3046448_4 6 
2265709_3_5,,2265709_3_02,,3053325_1 3 
2265709_3_6,,2265709_3_04,,3053325_2 4 
2265709_3_7,,2265709_3_03,,3053325_4 5 
2266337_2_4,,2266337_2_02,,3053325_5 6 
2266337_2_5,,2266337_2_04,,3053325_6 7 
2266337_2_6,,2266337_2_03,,3075631_1 3 
2266337_3_2,,2266337_3_01,,3075631_2 6 
2266337_3_4,,2266337_3_02,,3075631_3 4 
2266337_3_5,,2266337_3_04,,3076453_1 5 
2266337_3_6,,2266337_3_03,,3076453_3 6 
2266337_4_4,,2266337_4_01,,3085570_1 3 
2266337_4_5,,2266337_4_02,,3085570_2 6 
2266337_4_6,,2266337_4_04,,3085570_4 8 
2266337_4_7,,2266337_4_03,,3086665_1 3 
2266337_5_4,,2266337_5_01,,3086665_2 6 
2266337_5_5,,2266337_5_02,,3086665_4 7 
2266337_5_6,,2266337_5_04,,3090243_1 3 
2266337_5_7,,2266337_5_03,,3090243_2 5 
2266337_6_4,,2266337_6_01,,3090243_3 7 
2266337_6_5,,2266337_6_02,,3090292_1 3 
2266337_6_6,,2266337_6_04,,3090292_2 6 
2266337_6_7,,2266337_6_03,,3090292_3 6 
2340951_1_3,,2340951_1_04,,3090292_4 6 
2340951_1_4,,2340951_1_03,,3091405_2 6 
2340951_2_5,,2340951_2_03,,3091405_3 4 
2340951_3_2,,2340951_3_01,,3091405_4 6 
2340951_3_3,,2340951_3_02,,3091405_5 5 
2340951_3_4,,2340951_3_03,,3091545_1 3 
2340951_3_5,,2340951_3_04,,3091545_2 5 
2340951_4_4,,2340951_4_03,,3091545_3 8 
2340951_4_5,,2340951_4_04,,3091545_4 6 
2340951_4_6,,2340951_4_01,,3091612_1 3 
2340951_4_7,,2340951_4_02,,3091661_1 3 
2340951_5_4,,2340951_5_01,,3091661_2 5 
2340951_5_5,,2340951_5_02,,3091661_3 6 
2340951_5_6,,2340951_5_04,,3091661_4 7 
2340951_5_7,,2340951_5_03,,3091661_5 
2352710_1_5,,2352710_1_04,,3095794_1 6 
2352710_1_7,,2352710_1_03,,3097754_1 4 
2352710_2_4,,2352710_2_01,,3097754_2 6 
2352710_2_5,,2352710_2_02,,3114053_1 3 
2352710_2_6,,2352710_2_04,,3114053_2 6 
2352710_2_7,,2352710_2_03,,3114053_4 6 
2373944_1_3,,2373944_1_04,,3124708_1 3 
2373944_1_4,,2373944_1_03,,3124708_2 5 
2373944_2_3,,2373944_2_04,,3124708_4 8 
2373944_2_4,,2373944_2_03,,3139773_1 3 
2381448_1_3,,2381448_1_04,,3139773_2 5 
2381448_1_4,,2381448_1_03,,3139785_1 3 
2381448_2_3,,2381448_2_04,,3139785_2 6 
2381448_2_4,,2381448_2_03,,3153861_1 3 
2381448_2_6,,2381448_2_02,,3153861_2 7 
2390176_1_3,,2390176_1_04,,3163830_1 2 
2390176_1_4,,2390176_1_03,,3181042_1 3 
2449304_1_3,,2449304_1_04,,3181042_2 5 
2449304_1_4,,2449304_1_03,,3181042_4 6 
2449304_2_2,,2449304_2_04,,3188978_1 4 
2449304_2_3,,2449304_2_03,,3196033_1 5 
2449304_3_5,,2449304_3_04,,3196069_1 
2449304_4_3,,2449304_4_01,,3196069_2 
2449304_4_4,,2449304_4_02,,3196069_3 7 
2449304_4_5,,2449304_4_03,,3197256_1 3 
2449304_4_6,,2449304_4_04,,3197256_2 5 
2449304_5_6,,2449304_5_04,,3197256_4 6 
2515143_1_4,,2515143_1_04,,3201120_1 3 
2515143_1_5,,2515143_1_03,,3201120_2 6 
2515143_2_3,,2515143_2_04,,3201120_3 5 
2515143_2_4,,2515143_2_03,,3201132_1 4 
2515143_3_4,,2515143_3_02,,3201132_2 5 
2515143_3_5,,2515143_3_04,,3201132_3 7 
2515143_3_6,,2515143_3_03,,3204200_1 3 
2515143_4_4,,2515143_4_01,,3204200_2 5 
2515143_4_5,,2515143_4_02,,3204200_3 7 
2515143_4_6,,2515143_4_04,,3204200_4 6 
2515143_4_8,,2515143_4_03,,3205228_1 4 
2515143_5_4,,2515143_5_01,,3205228_2 6 
2515143_5_5,,2515143_5_02,,3206993_1 2 
2515143_5_6,,2515143_5_04,,3206993_2 5 
2515143_5_7,,2515143_5_03,,3206993_3 7 
2649718_1_2,,2649718_1_01,,3213262_1 3 
2649718_1_3,,2649718_1_02,,3216305_1 5 
2649718_1_5,,2649718_1_04,,3216305_2 6 
2649718_1_6,,2649718_1_03,,3216342_1 3 
2649718_2_4,,2649718_2_01,,3216342_2 6 
2649718_2_5,,2649718_2_02,,3216354_1 3 
2649718_2_6,,2649718_2_04,,3217024_1 2 
2649718_2_7,,2649718_2_03,,3217024_2 5 
2649718_3_4,,2649718_3_01,,3217024_4 6 
2649718_3_5,,2649718_3_02,,3218090_1 2 
2649718_3_6,,2649718_3_04,,3222664_1 2 
2649718_3_7,,2649718_3_03,,3222664_2 7 
2729611_1_3,,2729611_1_04,,3222664_3 6 
2729611_1_4,,2729611_1_03,,3226700_2 2 
2729611_2_3,,2729611_2_04,,3226700_3 6 
2729611_2_4,,2729611_2_03,,3226700_5 6 
2729611_3_2,,2729611_3_01,,3230806_1 4 
2729611_3_3,,2729611_3_02,,3230806_2 5 
2729611_3_6,,2729611_3_04,,3230806_4 7 
2729611_3_7,,2729611_3_03,,3232177_1 5 
2729611_4_3,,2729611_4_01,,3232177_2 7 
2729611_4_4,,2729611_4_02,,3232177_3 6 
2729611_4_5,,2729611_4_04,,3235592_1 2 
2729611_4_6,,2729611_4_03,,3239573_1 5 
2729611_5_4,,2729611_5_01,,3239573_2 
2729611_5_5,,2729611_5_02,,3239573_4 6 
2729611_5_6,,2729611_5_04,,3249037_1 4 
2729611_5_7,,2729611_5_03,,3254604_1 2 
2769815_1_4,,2769815_1_01,,3254604_3 6 
2769815_1_5,,2769815_1_02,,3254604_4 6 
2769815_1_7,,2769815_1_04,,3257769_1 6 
2769815_1_8,,2769815_1_03,,3259912_1 
2771482_1_4,,2771482_1_04,,3262960_1 5 
2810323_1_4,,2810323_1_04,,3262960_2 6 
2810323_2_2,,2810323_2_04,,3262960_3 7 
2810323_2_3,,2810323_2_03,,3292277_1 5 
2810323_3_2,,2810323_3_01,,3292277_2 6 
2810323_3_3,,2810323_3_02,,3292277_3 6 
2810323_3_5,,2810323_3_04,,3302428_1 5 
2810323_3_6,,2810323_3_03,,3302428_2 5 
2810323_4_3,,2810323_4_01,,3302428_3 6 
2810323_4_4,,2810323_4_02,,3306793_1 5 
2810323_4_5,,2810323_4_03,,3328223_1 6 
2810323_4_6,,2810323_4_04,,3328223_3 6 
2810323_5_3,,2810323_5_01,,3328223_4 7 
2810323_5_4,,2810323_5_02,,3330357_1 6 
2810323_5_5,,2810323_5_03,,3330357_2 6 
2810323_5_6,,2810323_5_04,,3338733_1 6 
2810359_1_3,,2810359_1_04,,3338733_3 5 
2810359_1_4,,2810359_1_03,,3342001_1 5 
2810359_2_4,,2810359_2_04,,3343637_2 7 
2810359_2_5,,2810359_2_03,,3356346_1 5 
2810359_3_4,,2810359_3_02,,3356346_2 5 
2810359_3_5,,2810359_3_04,,3356346_3 6 
2810359_3_6,,2810359_3_03,,3358926_1 5 
2810359_4_4,,2810359_4_01,,3358926_3 6 
2810359_4_5,,2810359_4_02,,3365360_1 5 
2810359_4_6,,2810359_4_03,,3365360_3 7 
2810359_4_7,,2810359_4_04,,3365372_1 5 
2810359_5_4,,2810359_5_01,,3365372_3 6 
2810359_5_5,,2810359_5_02,,3371888_1 5 
2810359_5_6,,2810359_5_04,,3371888_3 6 
2810359_5_7,,2810359_5_03,,3374841_1 5 
2816003_1_3,,2816003_1_04,,3374841_2 7 
2816003_1_4,,2816003_1_03,,3374841_3 6 
2816003_2_4,,2816003_2_02,,3375535_1 5 
2816003_2_5,,2816003_2_04,,3390585_1 
2816003_2_6,,2816003_2_03,,3390597_1 5 
2816003_3_2,,2816003_3_01,,3390597_3 6 
2816003_3_4,,2816003_3_02,,3391140_1 5 
2816003_3_5,,2816003_3_03,,3391140_3 6 
2816003_3_6,,2816003_3_04,,3391140_4 6 
2816003_4_4,,2816003_4_01,,3393768_1 6 
2816003_4_5,,2816003_4_02,,3396976_1 6 
2816003_4_6,,2816003_4_04,,3396976_3 7 
2816003_4_7,,2816003_4_03,,3398870_1 6 
2832422_1_4,,2832422_1_02,,3400190_1 6 
2832422_1_5,,2832422_1_04,,3400190_3 6 
2832422_1_6,,2832422_1_03,,3400682_1 6 
2832422_2_2,,2832422_2_01,,3400700_1 5 
2832422_2_3,,2832422_2_02,,3400700_3 6 
2832422_2_4,,2832422_2_03,,3400761_1 5 
2832422_2_6,,2832422_2_04,,3400761_3 6 
2840698_2_4,,2840698_2_03,,3402617_1 6 
2840698_2_6,,2840698_2_04,,3402617_3 6 
2840698_3_2,,2840698_3_01,,3406672_1 5 
2840698_3_3,,2840698_3_02,,3406672_2 5 
2840698_3_4,,2840698_3_03,,3406684_1 5 
2840698_3_6,,2840698_3_04,,3406684_3 6 
2840698_4_4,,2840698_4_01,,3410882_1 5 
2840698_4_5,,2840698_4_02,,3411369_1 5 
2840698_4_7,,2840698_4_04,,3411369_3 7 
2840698_4_8,,2840698_4_03,,3411369_4 6 
2840698_5_4,,2840698_5_01,,3411412_1 6 
2840698_5_5,,2840698_5_02,,3433419_1 5 
2840698_5_6,,2840698_5_03,,3433419_2 6 
2840698_5_7,,2840698_5_04,,3433419_3 6 
2840698_6_3,,2840698_6_01,,3434527_1 5 
2840698_6_5,,2840698_6_04,,3434527_3 6 
2901377_1_3,,2901377_1_04,,3435106_1 5 
2901377_1_4,,2901377_1_03,,3435106_3 6 
2901377_2_3,,2901377_2_04,,3435155_1 6 
2901377_3_2,,2901377_3_01,,3435295_1 5 
2901377_3_3,,2901377_3_02,,3435295_3 6 
2901377_3_5,,2901377_3_04,,3435301_1 5 
2901377_3_7,,2901377_3_03,,3435301_3 6 
2901377_4_4,,2901377_4_01,,3438909_1 5 
2901377_4_5,,2901377_4_02,,3438909_2 
2901377_4_6,,2901377_4_04,,3438909_3 6 
2901377_4_7,,2901377_4_03,,3441775_1 5 
2902023_1_4,,2902023_1_01,,3441775_3 6 
2902023_1_5,,2902023_1_02,,3444843_1 5 
2902023_1_6,,2902023_1_03,,3444843_2 6 
2902023_1_8,,2902023_1_04,,3444843_3 6 
2902023_2_4,,2902023_2_01,,3451173_1 5 
2902023_2_5,,2902023_2_02,,3454368_1 6 
2902023_2_6,,2902023_2_04,,3454368_2 6 
2902023_2_7,,2902023_2_03,,3454368_3 6 
2902023_3_4,,2902023_3_02,,3456250_1 5 
2902023_3_5,,2902023_3_04,,3456262_1 5 
2902023_3_6,,2902023_3_03,,3456262_3 6 
2906181_1_3,,2906181_1_04,,3456985_1 5 
2906181_1_4,,2906181_1_03,,3456985_3 5 
2906181_2_3,,2906181_2_04,,3457254_1 5 
2906181_2_4,,2906181_2_03,,3457254_3 6 
2906181_3_2,,2906181_3_01,,3459147_1 5 
2906181_3_5,,2906181_3_04,,3459147_2 6 
2906181_3_6,,2906181_3_03,,3459147_3 6 
2906181_4_2,,2906181_4_01,,3459573_1 5 
2906181_4_3,,2906181_4_02,,3459573_3 5 
2906181_4_5,,2906181_4_04,,3460356_1 5 
2906181_4_6,,2906181_4_03,,3460356_2 6 
2906211_1_2,,2906211_1_01,,3465524_1 6 
2906211_1_3,,2906211_1_02,,3465524_3 5 
2906211_1_5,,2906211_1_03,,3467764_1 5 
2906211_1_6,,2906211_1_04,,3467764_2 5 
2920992_1_3,,2920992_1_04,,3468549_1 6 
2920992_1_4,,2920992_1_03,,3468689_1 5 
2920992_2_3,,2920992_2_04,,3468884_1 5 
2920992_2_4,,2920992_2_03,,3477691_1 5 
2920992_3_4,,2920992_3_02,,3479808_1 6 
2920992_3_5,,2920992_3_04,,3486953_2 6 
2920992_3_6,,2920992_3_03,,3486953_3 7 
2920992_4_4,,2920992_4_02,,3487337_3 6 
2920992_4_6,,2920992_4_04,,3487520_2 5 
2920992_4_7,,2920992_4_03,,3487520_3 6 
2920992_5_4,,2920992_5_01,,3492862_3 6 
2920992_5_5,,2920992_5_02,,3494421_2 6 
2920992_5_6,,2920992_5_04,,3494421_3 7 
2920992_5_7,,2920992_5_03,,3495565_2 5 
2923154_1_3,,2923154_1_04,,3495565_4 6 
2923154_1_4,,2923154_1_03,,3495565_5 6 
2923154_2_3,,2923154_2_04,,3495565_6 7 
2923154_2_4,,2923154_2_03,,3497756_1 5 
2923154_3_2,,2923154_3_01,,3497756_2 6 
2923154_3_4,,2923154_3_02,,3497756_5 6 
2923154_3_5,,2923154_3_04,,3497756_6 6 
2923154_3_6,,2923154_3_03,,3498037_1 5 
2923154_4_5,,2923154_4_02,,3498037_2 6 
2923154_4_6,,2923154_4_01,,3505248_2 6 
2923154_4_7,,2923154_4_03,,3508055_2 5 
2923154_4_9,,2923154_4_04,,3508055_3 5 
2923154_5_4,,2923154_5_01,,3511844_2 6 
2923154_5_5,,2923154_5_02,,3511911_1 5 
2923154_5_6,,2923154_5_04,,3511911_2 6 
2923154_5_7,,2923154_5_03,,3512757_2 6 
2923233_1_3,,2923233_1_04,,3512757_4 5 
2923233_1_4,,2923233_1_03,,3512757_5 6 
2923233_2_3,,2923233_2_04,,3512757_6 7 
2923233_2_4,,2923233_2_03,,3526239_1 6 
2923233_3_2,,2923233_3_01,,3532720_2 6 
2923233_3_4,,2923233_3_04,,3532732_1 7 
2923233_3_5,,2923233_3_02,,3532732_2 6 
2923233_3_6,,2923233_3_03,,3539982_2 6 
2923233_4_4,,2923233_4_01,,3545982_1 5 
2923233_4_5,,2923233_4_02,,3545982_2 6 
2923233_4_6,,2923233_4_03,,3560521_1 5 
